SKU,Merchant Item ID,Product Name,Description,Short Description,Status,Stock,Tax Rate,Regular Price,Sale Price,Weight (Kgs),Brand,Category,Sub Category Lvl 1,Sub Category Lvl 2,Sub Category Lvl 3,Sub Category Lvl 4,Sub Category Lvl 5,Sub Category Lvl 6,Images,Features 1,Features 2,Features 3,Features 4
562,562,Thali Sealer Combo 5+8 CP,,,Publish,10,0,,0,0,Johar Traders,Container/Thaali /Glass Sealers,Plastic Sealers,Packaging Machine,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/WYSLEMLU6V-20210522-091116.jpg,,,,
563,563,Gas Stand Type Deep Fryer,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/HBXJDZQYXB-20200406-041312.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Stand-JT-DF-26-SACO-PRO-.png",,,,
564,564,Deep fryer Stand Electric Fryer Heavy,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/MD5XQOJK2A-20190128-073057.png,,,,
565,565,Deep Fryer Stand Electric Single,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/6D5BYL4MTX-20190128-073900.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Stand-16ltr-JT-DF-161-1.png",,,,
566,566,Deep fryer Stand Electric Double,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/D7EETQS2QC-20190128-074005.jpg,,,,
567,567,Deep Fryer Stand Gas Double,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/WXHO6DGM95-20190128-074054.jpg,,,,
568,568,Deep fryer Table Top Heavy,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/Z5Q9H7RTAC-20190128-075025.jpg,,,,
569,569,Deep fryer Table Top Double Heavy,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/K11ER6O3UG-20190129-050652.jpg,,,,
570,570,Deep fryer Table Top Single,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/1OR3SQ16DM-20190129-050821.jpg,https://www.johartraders.in/wp-content/uploads/2024/04/Deep-Fryer-Table-top-5ltr-SACO-PRO-.png",,,,
571,571,Deep fryer Table Top Double,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/H8YAOUOIBB-20190129-051020.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/HFA26M8U7F-20190129-054350.jpg",,,,
572,572,Deep Fryer Electric Table Top Heavy 9L,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/UWR2E5C8D5-20190304-223504.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-JT-9L-Heavy-SACO-PRO-.jpg",,,,
573,573,Pressure Fryer Stand Type,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/G63Z2X3NDI-20190326-073342.png,,,,
574,574,Conveyor Toaster,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/L2TTM7R81V-20191213-031713.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Conveyor-Toaster-CT-300-.jpg",,,,
575,575,Electric Round Kadhai Fryer,,,Publish,10,0,,0,0,Johar Traders,Kadai Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QT2D2UQVS8-20200203-015334.jpg,,,,
576,576,Deep Fryer Single Tabletop With Drainage,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/AMEGWOWIK5-20200406-131905.jpg,,,,
577,577,Deep Fryer Double Tabletop With Drainage,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/MM39BKI4K6-20200406-131954.jpg,,,,
578,578,BBQ Griller Tabletop Electric,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ZH4H7BOSCA-20200406-132235.jpg,,,,
579,579,6 Slice Pop-Up Toaster,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/VGVFR32OZ5-20200406-132953.jpg,,,,
580,580,Pressure Fryer Tabletop Electric 16L,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/5XFICASL3U-20201108-044748.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/DOPDNYUVK9-20201108-044809.jpg",,,,
581,581,Adjustable Salamander,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/3SLRPI3N5U-20200501-131231.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/8DENY4KFDB-20200501-131224.jpg",,,,
582,582,Deep Fryer Stand Electric Digital Akasa,"<p>Tank Capacity 13ltr</p>
 
 <p>Brand : AKASA</p>
 
 <p>Electric Operated</p>
 
 <p>Oil Drainage System</p>
 
 <p>Full Stainless Steel Body</p>
 
 <p>Power : 220v</p>",,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/DEEP-FRYER-STAND-TYPE-AKASA-DF-13LS-7.png,https://www.johartraders.in/wp-content/uploads/2023/08/5T3I9Y4EV1-20200501-131548.jpg",,,,
583,583,Pop Corn Electric Red,"<div class=""table-responsive"">
 <table class=""table""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td width=""46%"">Minimum Order Quantity</td>
 <td width=""54%"">1 Number</td>
 </tr>
 <tr>
 <td>Power Source</td>
 <td>Electric</td>
 </tr>
 <tr>
 <td>Production Capacity (grams per batch)</td>
 <td>200.0</td>
 </tr>
 <tr>
 <td>Warranty</td>
 <td>12 months</td>
 </tr>
 <tr>
 <td>Voltage(V)</td>
 <td>220v</td>
 </tr>
 <tr>
 <td>Phase</td>
 <td>1ph</td>
 </tr>
 <tr>
 <td>Model Number</td>
 <td>JT PO</td>
 </tr>
 <tr>
 <td>Condition</td>
 <td>New</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Full SS body Pop corn machine . Mainly used for stalls , caterers, party organiser . Small , portable good quality pop corn machine</p>
 <h3>Additional Information:</h3>
 <ul>
 <li>Pay Mode Terms: T/T (Bank Transfer)</li>
 <li>Port of Dispatch: kolkata</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Pop Corn,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/OW6MG3UNJQ-20201108-044602.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/B2VRPH4ISR-20190425-005515.jpg",,,,
584,584,Deep Fryer SS,"<div class=""table-responsive"">
 <table class=""table table-bordered table-striped""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td width=""46%"">Minimum Order Quantity</td>
 <td width=""54%"">1 Number</td>
 </tr>
 <tr>
 <td>Color</td>
 <td>silver</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>SACO PRO</td>
 </tr>
 <tr>
 <td>Warranty</td>
 <td>12 months</td>
 </tr>
 <tr>
 <td>Voltage(V)</td>
 <td>220v</td>
 </tr>
 <tr>
 <td>Condition</td>
 <td>New</td>
 </tr>
 <tr>
 <td>Capacity Basket</td>
 <td>4 ltr to 13 ltr</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>SS body Commercial Deep fryer machine electric , 220v with thermostat sizes from 4ltr to 13ltr capacity single tank single basket</p>
 <h3>Additional Information:</h3>
 <ul>
 <li>Pay Mode Terms: T/T (Bank Transfer)</li>
 <li>Port of Dispatch: kolkata</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QXBJV4AHZ5-20190107-045741.jpg,,,,
585,585,Shawarma Machine 3 Burner Gas,,,Publish,10,0,,0,0,Johar Traders,Shawarma Machine,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/FF7GET238T-20201108-050110.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/KSZC6IFUE9-20190326-072830.jpg",,,,
586,586,Shawarma Machine 4 Burner Gas,,,Publish,10,0,,0,0,Johar Traders,Shawarma Machine,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/SOHXUZ2JHA-20190326-072940.jpg,,,,
587,587,Shawarma Machine Full Electric,,,Publish,10,0,,0,0,Johar Traders,Shawarma Machines,Shawarma Machine,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/38JS78JAO6-20190326-073056.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Shawarma-Electric-E2.jpg",,,,
588,588,Sandwich Griller Single,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grilllers,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/T4VESWL5WS-20190326-080943.jpg,,,,
589,589,Sandwich Griller Single Jumbo,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grilllers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/6845IK1T6V-20190326-081137.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/LXSUD2KO2I-20201108-045534.jpg",,,,
590,590,Sandwich Griller Double,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grilllers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/8ABHRTPG3Y-20190326-081245.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Sandwich-griller-Double-Opening-JT-SG-1.png",,,,
591,591,Salamander Machine Small,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grilllers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/ABACNBSG2E-20200402-141916.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/95K9QE3E1X-20190406-080514.jpg",,,,
592,592,Salamander Machine Big,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grilllers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/JBX452DAJN-20190406-080654.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Salamander-Jt-938.jpg",,,,
593,593,Hot Griddle Plate Single,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/AXWUVM4OV9-20190408-062537.jpg,,,,
594,594,Hot Griddle Plate Double,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/PAWU1GGCA9-20201108-034454.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/9LUXOSIGNO-20201108-034507.jpg",,,,
595,595,Toaster & Griller,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QPVSU4WRU4-20191213-031624.jpg,,,,
596,596,All Models Food Warmers,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/K78LQSLL1C-20200404-054235.JPG,https://www.johartraders.in/wp-content/uploads/2023/08/WZMOSVYGS1-20200404-054140.JPG",,,,
597,597,Lava Rock Griller Electric,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/FMY5EA4X79-20200501-125748.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/4KSGO9AGRO-20200501-125726.jpg",,,,
598,598,Soup Kettle Black,,,Publish,10,0,,0,0,Johar Traders,Food Warmers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/GG9J656Y2G-20200406-134520.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Soup-Kettle-.jpg",,,,
599,599,Portable Electric Salamander,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grilllers,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/JMD8NYCUGQ-20200501-131740.jpg,,,,
600,600,Chapatti Warmer Machine,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/U292YKHQG7-20200925-134151.jpg,,,,
601,601,Hot Plate with 1/4 Grill Electric,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/IF8O2BXV41-20201108-034737.jpg,,,,
602,602,Momo Steamer SS with Pans Table Top,,,Publish,10,0,,0,0,Johar Traders,Steamers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/WKY6AYTUGA-20201108-042628.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/6YUMV3BSR4-20201108-042619.jpg",,,,
603,603,Shawarma Machine,"<div class=""table-responsive"">
 <table class=""table table-bordered table-striped""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td>Minimum Order Quantity</td>
 <td>1 Number</td>
 </tr>
 <tr>
 <td>Features</td>
 <td>Inbuilt Motor, SS Body, Flame Regulators</td>
 </tr>
 <tr>
 <td>Meat Holding Capacity</td>
 <td>5-10 kg, 10-15 kg</td>
 </tr>
 <tr>
 <td>Number of Gas Burner</td>
 <td>2, 3, 4</td>
 </tr>
 <tr>
 <td>Power Source</td>
 <td>Gas, Electric</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>SACO PRO</td>
 </tr>
 <tr>
 <td>Gas Type</td>
 <td>LPG</td>
 </tr>
 <tr>
 <td>Voltage (V)</td>
 <td>220v</td>
 </tr>
 <tr>
 <td>Warranty</td>
 <td>12 months</td>
 </tr>
 <tr>
 <td>Weight (Kg)</td>
 <td>30kg approx</td>
 </tr>
 <tr>
 <td>Condition</td>
 <td>New</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Good quality Shawarma machines heat by Gas Operated , Available in both motorised and non motorised , 2 burner, 3 burner, 4 burner , full electric also available .</p>",,Publish,10,0,,0,0,Johar Traders,Shawarma Machines,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ZQ8PEUBLWZ-20190107-061922.jpg,,,,
604,604,"Food Warmer 22"" 2tray",,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/88U62ZZCGA-20190218-024652.jpg,,,,
605,605,"Food Warmer 30"" 2tray",,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/K42ZKZEL8P-20190218-024742.jpg,,,,
606,606,"Food Warmer 30"" 3tray",,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/221LRSWE39-20190218-024828.jpg,,,,
607,607,"Food Warmer 26"" 3tray",,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/AXM2X74N9C-20190218-024922.jpg,,,,
608,608,Nachos Warmer Machine,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/MJZ9KH61J1-20190218-025134.jpg,,,,
609,609,Plate Warmer Machine,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/1RTCOHU3TB-20190218-025224.jpg,,,,
610,610,Pizza Warmer Machine,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/LQJ84TTZMD-20190218-025305.jpg,,,,
611,611,Food Warmer Vertical Model,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/V39BMFKFDY-20200203-014805.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-Vertical-Model-.png",,,,
612,612,Pie Warmer JT-P1,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DW9RZYBZ2Q-20190218-025636.png,,,,
613,613,Food Warmer Bend Glass Model,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/NJEGBYQ45D-20190218-030728.jpg,,,,
614,614,Food Warmer Heavy Model,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/3ITMHRZUDB-20190218-030834.jpg,,,,
615,615,Food Warmer Showcase SS,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/R8T82BB7YC-20190406-080952.jpg,,,,
616,616,Chapatti Warmer SS,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/HIXJK6WOUK-20200309-025307.jpg,,,,
617,617,Indian Shawarma 2 Burner Machine,,,Publish,10,0,,0,0,Johar Traders,Shawarma Machines,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/J4FZDU1WPM-20200402-141312.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/KEOB6ZN3I7-20201108-050000.jpg",,,,
618,618,Food Warmer Bend Glass SS,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/E7ASLABPIP-20200406-132134.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/GRA285MUGB-20200925-141058.jpg",,,,
619,619,Food Warmer SS Big KFC type,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/I319RO1EGK-20200406-133831.png,,,,
620,620,Food Warmer Portable New,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/28LKFGTHI8-20200502-045849.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/7473SR8NHV-20200502-045842.jpg",,,,
621,621,Food Warmer SS 1105 Akasa,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/H5IMOKZ8OI-20200925-141352.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/FW-1105-SS-.jpg",,,,
622,622,Food Warmer FW-1804 Akasa,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/VI6QMUZJLL-20200925-141506.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/QDZB2SAAVB-20200925-141526.jpg",,,,
623,623,Brick Wood Oven,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/NZNJHRT7K8-20200130-070709.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/WIXY1WYWJN-20200130-070733.jpg",,,,
624,624,Shawarma Machine Floor Model,,,Publish,10,0,,0,0,Johar Traders,Shawarma Machines,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/4MULVLR5UK-20200202-042124.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/2E8II7AYFX-20200402-141354.jpg",,,,
625,625,Fire wood Dome Pizza Oven,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/GIOILXPG5A-20200204-053722.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/Q24W8R1V9A-20201108-043405.jpg",,,,
626,626,SS Pizza Oven,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/URDAEUMXPK-20200308-083739.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/FPCUTWCL44-20200308-230911.jpg",,,,
627,627,Double Deck Pizza Oven Big,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/O5KRGBHWHE-20200308-083900.jpg,,,,
628,628,Pizza Oven Stone Single SS,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/K16S1RUVLA-20200402-105220.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/I5XGOKVK19-20200406-131408.jpg",,,,
629,629,Pizza Oven Stone Double SS,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/A572312Q6J-20200406-131339.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/J2O1VW2Q5L-20200402-105256.jpg",,,,
630,630,MS Pizza Oven Stone Type,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/S1IY96SXTE-20200406-132710.jpg,,,,
631,631,Conveyor Pizza Oven,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/CP61Z1MSJH-20200406-132837.jpg,,,,
632,632,Cone Pizza Maker Machine,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/GDJKAXC3PN-20200423-185750.jpg,,,,
633,633,Pizza Oven Stone PO 118 DLX,,,Publish,10,0,,0,0,Johar Traders,Pizza Ovens,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/1Y627E5JAS-20201108-043811.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/234WAMYQEA-20201108-043756.jpg",,,,
634,634,Shawarma Cart,,,Publish,10,0,,0,0,Johar Traders,Shawarma Machines,Shawarma Machine,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Shawarma-Cart-3-5.png,https://www.johartraders.in/wp-content/uploads/2024/04/Shawarma-Cart-1-5.jpg",,,,
635,635,Silent Blender,,,Publish,10,0,,0,0,Johar Traders,Blender Machine,Juicer Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/silent-blender.png,https://www.johartraders.in/wp-content/uploads/2024/04/silent-blender.jpg",,,,
636,636,Softy Machine 3Lane,,,Publish,10,0,,0,0,Johar Traders,Softy Machines,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Softy-Machine-3lane-1-.jpg,https://www.johartraders.in/wp-content/uploads/2024/04/Softy-Machine-3lane-.jpg",,,,
637,637,Stirer 0.5 hp Mexi,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Stirer Machines,Mixer Machine,Mixer & Stirer Machines,,,,https://www.johartraders.in/wp-content/uploads/2024/04/Stirer-0.5hp-mexi-.jpg,,,,
638,638,Stirer 1 hp Mexi,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Stirer Machines,Mixer Machine,Mixer & Stirer Machines,,,,https://www.johartraders.in/wp-content/uploads/2024/04/Stirer-1hp-Mexi-.jpg,,,,
639,639,Sugarcane HD-250C SacoPro,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Sugarcane Juicer,Juicer Machines,Hot & Cold Beverage Equipments,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Sugarcane-HD-250C-SACO-pro-.png,https://www.johartraders.in/wp-content/uploads/2024/04/Sugarcane-JT-250C-1-1.jpg",,,,
640,640,Stick Waffle Maker SWM-4,,,Publish,10,0,,0,0,Johar Traders,Waffle Maker Machines,Fun Food Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/SWM-4-.jpg,https://www.johartraders.in/wp-content/uploads/2024/04/stick-waffle.jpg",,,,
641,641,Trolley Rack,,,Publish,10,0,,0,0,Johar Traders,Display showcase,,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Trolley-Rack-1.jpg,https://www.johartraders.in/wp-content/uploads/2024/04/Trolley-Rack-1-1.jpg",,,,
642,642,Turkish ice cream Machine,,,Publish,10,0,,0,0,Johar Traders,Ice Cream Machines,Ice Cream Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Turkish-ice-cream-mache-2.png,https://www.johartraders.in/wp-content/uploads/2024/04/Turkish-ice-cream-mache-1.jpg",,,,
643,643,Undercounter SS Heavy,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Beverage Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Undercounter-SS-Heavy-2.jpg,https://www.johartraders.in/wp-content/uploads/2024/04/Undercounter-SS-Heavy-1.jpg",,,,
644,644,Waffle Lolly type,,,Publish,10,0,,0,0,Johar Traders,Waffle Maker Machines,Fun Food Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2024/04/Waffle-Lolly-type.jpg,,,,
645,645,Waffle Maker Fish Design,,,Publish,10,0,,0,0,Johar Traders,Waffle Maker Machines,Fun Food Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2024/04/Waffle-Maker-Fish-Design-.jpg,,,,
646,646,Waffle Maker SWM-4,,,Publish,10,0,,0,0,Johar Traders,Waffle Maker Machines,Fun Food Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Waffle-Maker-SWM-4-Akasa-.png,https://www.johartraders.in/wp-content/uploads/2024/04/Waffle-Mach-WM-4-Akasa-.jpg",,,,
647,647,Akasa Bakery Items,,,Publish,10,0,,0,0,Johar Traders,Waffle Maker Machines,Fun Food Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/04/Akasa-Bakery.jpg,https://www.johartraders.in/wp-content/uploads/2024/04/Akasa-Display-.jpg",,,,
